dcterms:identifier,ac:associatedSpecimenReference,coreid,ac:providerManagedID,ac:derivedFrom,ac:providerLiteral,ac:provider,dc:type,dcterms:type,ac:subtypeLiteral,ac:subtype,ac:accessURI,dc:format,ac:subjectPart,ac:subjectOrientation,ac:caption,Iptc4xmpExt:LocationCreated,ac:captureDevice,dc:creator,ms:scanningTechnician,ac:fundingAttribution,exif:PixelXDimension,exif:PixelYDimension,exif:Xresolution,exif:Yresolution,exif:ResolutionUnit,dicom:SpacingBetweenSlices,dc:rights,dcterms:rights,xmpRights:Owner,xmpRights:UsageTerms,xmpRights:WebStatement,ac:licenseLogoURL,photoshop:Credit
 ark:/87602/m4/M36212,680baed7-aa6d-40be-b00c-c02ea6e03821,f443975c-7bbb-431a-b6cb-f208a1e28cfe,36212,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36212,application/stl,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,,,1021.1125225155312,1021.1125225155312,3,0.00979324,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/2/53598_ms_media_files_media_36212_large.jpg,680baed7-aa6d-40be-b00c-c02ea6e03821,f443975c-7bbb-431a-b6cb-f208a1e28cfe,36212p, ark:/87602/m4/M36212,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/2/53598_ms_media_files_media_36212_large.jpg,image/jpeg,Skeleton,Skeleton,STL of Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,700.0,615.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36213,680baed7-aa6d-40be-b00c-c02ea6e03821,f443975c-7bbb-431a-b6cb-f208a1e28cfe,36213,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36213,image/tiff,16bit tiffs,16bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,864,690,1021.1125225155312,1021.1125225155312,3,0.00979324,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/2/83666_ms_media_files_media_36213_large.jpg,680baed7-aa6d-40be-b00c-c02ea6e03821,f443975c-7bbb-431a-b6cb-f208a1e28cfe,36213p, ark:/87602/m4/M36213,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/2/83666_ms_media_files_media_36213_large.jpg,image/jpeg,16bit tiffs,16bit tiffs,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,700.0,559.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36241,61758c18-30c9-4fa4-8066-16be6e9d145e,f1da5d6b-034e-4b1d-9e42-37f76c918ce9,36241,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36241,application/stl,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,1186.1875576042332,1186.1875576042332,3,0.00843037,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/6/2/78951_ms_media_files_media_36241_large.jpg,61758c18-30c9-4fa4-8066-16be6e9d145e,f1da5d6b-034e-4b1d-9e42-37f76c918ce9,36241p, ark:/87602/m4/M36241,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/2/78951_ms_media_files_media_36241_large.jpg,image/jpeg,Skull,Skull,STL of Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,615.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M36242,61758c18-30c9-4fa4-8066-16be6e9d145e,f1da5d6b-034e-4b1d-9e42-37f76c918ce9,36242,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36242,image/tiff,16bit tiffs,16bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,1492,970,1186.1875576042332,1186.1875576042332,3,0.00843037,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/6/2/23868_ms_media_files_media_36242_large.jpg,61758c18-30c9-4fa4-8066-16be6e9d145e,f1da5d6b-034e-4b1d-9e42-37f76c918ce9,36242p, ark:/87602/m4/M36242,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/2/23868_ms_media_files_media_36242_large.jpg,image/jpeg,16bit tiffs,16bit tiffs,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,455.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M36253,0b985351-ccbb-4966-845b-309e69bbf13e,9ab46b4f-1d39-47ed-a370-33a196ffaf83,36253,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36253,application/stl,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,1054.5786641862976,1054.5786641862976,3,0.00948246,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/2/4951_ms_media_files_media_36253_large.jpg,0b985351-ccbb-4966-845b-309e69bbf13e,9ab46b4f-1d39-47ed-a370-33a196ffaf83,36253p, ark:/87602/m4/M36253,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/2/4951_ms_media_files_media_36253_large.jpg,image/jpeg,Skull,Skull,STL of Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,615.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36256,0b985351-ccbb-4966-845b-309e69bbf13e,9ab46b4f-1d39-47ed-a370-33a196ffaf83,36256,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36256,image/tiff,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,849,786,1054.5786641862976,1054.5786641862976,3,0.00948246,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/2/10931_ms_media_files_media_36256_large.jpg,0b985351-ccbb-4966-845b-309e69bbf13e,9ab46b4f-1d39-47ed-a370-33a196ffaf83,36256p, ark:/87602/m4/M36256,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/2/10931_ms_media_files_media_36256_large.jpg,image/jpeg,Skull,Skull,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,648.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36287,61758c18-30c9-4fa4-8066-16be6e9d145e,f1da5d6b-034e-4b1d-9e42-37f76c918ce9,36287,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36287,application/stl,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,363.83548087225915,363.83548087225915,3,0.02748495,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/6/2/59956_ms_media_files_media_36287_large.jpg,61758c18-30c9-4fa4-8066-16be6e9d145e,f1da5d6b-034e-4b1d-9e42-37f76c918ce9,36287p, ark:/87602/m4/M36287,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/2/59956_ms_media_files_media_36287_large.jpg,image/jpeg,Skeleton,Skeleton,STL of Skeleton,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,615.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M36288,61758c18-30c9-4fa4-8066-16be6e9d145e,f1da5d6b-034e-4b1d-9e42-37f76c918ce9,36288,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36288,image/tiff,16bit tiffs,16bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,469,434,363.83548087225915,363.83548087225915,3,0.02748495,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/6/2/51485_ms_media_files_media_36288_large.jpg,61758c18-30c9-4fa4-8066-16be6e9d145e,f1da5d6b-034e-4b1d-9e42-37f76c918ce9,36288p, ark:/87602/m4/M36288,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/2/51485_ms_media_files_media_36288_large.jpg,image/jpeg,16bit tiffs,16bit tiffs,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,648.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M36342,d88b87d1-4ad7-4405-a05b-04e73ab335bd,9457a4b3-28e7-4cdf-9559-ec5005e55eeb,36342,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36342,application/stl,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,1186.1875576042332,1186.1875576042332,3,0.00843037,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/3/33641_ms_media_files_media_36342_large.jpg,d88b87d1-4ad7-4405-a05b-04e73ab335bd,9457a4b3-28e7-4cdf-9559-ec5005e55eeb,36342p, ark:/87602/m4/M36342,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/3/33641_ms_media_files_media_36342_large.jpg,image/jpeg,Skull,Skull,STL of Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,615.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36343,d88b87d1-4ad7-4405-a05b-04e73ab335bd,9457a4b3-28e7-4cdf-9559-ec5005e55eeb,36343,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36343,image/tiff,16bit tiffs,16bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,1370,905,1186.1875576042332,1186.1875576042332,3,0.00843037,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/3/28401_ms_media_files_media_36343_large.jpg,d88b87d1-4ad7-4405-a05b-04e73ab335bd,9457a4b3-28e7-4cdf-9559-ec5005e55eeb,36343p, ark:/87602/m4/M36343,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/3/28401_ms_media_files_media_36343_large.jpg,image/jpeg,16bit tiffs,16bit tiffs,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,462.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36415,2c828ac3-2d8f-418b-882f-3ef91660aa8e,0ceb046b-8372-495c-bfc6-79bd35b632a6,36415,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36415,application/stl,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,313.8259144887148,313.8259144887148,3,0.03186480,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/4/87059_ms_media_files_media_36415_large.jpg,2c828ac3-2d8f-418b-882f-3ef91660aa8e,0ceb046b-8372-495c-bfc6-79bd35b632a6,36415p, ark:/87602/m4/M36415,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/4/87059_ms_media_files_media_36415_large.jpg,image/jpeg,Skeleton,Skeleton,STL of Skeleton,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,615.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36416,2c828ac3-2d8f-418b-882f-3ef91660aa8e,0ceb046b-8372-495c-bfc6-79bd35b632a6,36416,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36416,image/tiff,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,574,362,313.8259144887148,313.8259144887148,3,0.03186480,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/4/16028_ms_media_files_media_36416_large.jpg,2c828ac3-2d8f-418b-882f-3ef91660aa8e,0ceb046b-8372-495c-bfc6-79bd35b632a6,36416p, ark:/87602/m4/M36416,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/4/16028_ms_media_files_media_36416_large.jpg,image/jpeg,Skeleton,Skeleton,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,441.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36424,9a28f42a-a0eb-4554-9e86-5912f28c2a2c,91cb0983-15e3-4b67-b2d7-60f433433c2a,36424,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36424,application/stl,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,,,132.71331442345553,132.71331442345553,3,0.07535039,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/4/31039_ms_media_files_media_36424_large.jpg,9a28f42a-a0eb-4554-9e86-5912f28c2a2c,91cb0983-15e3-4b67-b2d7-60f433433c2a,36424p, ark:/87602/m4/M36424,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/4/31039_ms_media_files_media_36424_large.jpg,image/jpeg,Skeleton,Skeleton,STL of Skeleton,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,700.0,615.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36426,9a28f42a-a0eb-4554-9e86-5912f28c2a2c,91cb0983-15e3-4b67-b2d7-60f433433c2a,36426,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36426,image/tiff,16bit tiffs,16bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,1092,1615,132.71331442345553,132.71331442345553,3,0.07535039,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/4/83776_ms_media_files_media_36426_large.jpg,9a28f42a-a0eb-4554-9e86-5912f28c2a2c,91cb0983-15e3-4b67-b2d7-60f433433c2a,36426p, ark:/87602/m4/M36426,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/4/83776_ms_media_files_media_36426_large.jpg,image/jpeg,16bit tiffs,16bit tiffs,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,700.0,1035.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36429,9a28f42a-a0eb-4554-9e86-5912f28c2a2c,91cb0983-15e3-4b67-b2d7-60f433433c2a,36429,ark:/87602/m4/M36426,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36429,application/stl,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,,,132.71331442345553,132.71331442345553,3,0.07535039,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/4/98933_ms_media_files_media_36429_large.jpg,9a28f42a-a0eb-4554-9e86-5912f28c2a2c,91cb0983-15e3-4b67-b2d7-60f433433c2a,36429p, ark:/87602/m4/M36429,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/4/98933_ms_media_files_media_36429_large.jpg,image/jpeg,Skeleton,Skeleton,STL of skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,,,700.0,615.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36432,2c828ac3-2d8f-418b-882f-3ef91660aa8e,0ceb046b-8372-495c-bfc6-79bd35b632a6,36432,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36432,image/tiff,16bit tiffs,16bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,735,644,825.5395520127066,825.5395520127066,3,0.01211329,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
